"","NAMES","YEAR","CATCH"
"176","BERING SKATE",2016,2243.96983862532
"177","BIG SKATE",2016,1147.78025479685
"178","COMMANDER SKATE",2016,161.666286569383
"179","DEEPSEA SKATE",2016,0.0792397461334802
"180","LONGNOSE SKATE",2016,19.2175444560089
"181","MUD SKATE",2016,34.3335686613524
"182","OKHOTSK SKATE",2016,9.0376131296933e-09
"183","ROUGHTAIL SKATE",2016,3.4265330043352
"184","SKATE EGG CASE UNIDENTIFIED",2016,22.0750927251567
"185","WHITEBLOTCHED SKATE",2016,959.132995433039
"186","WHITEBROW SKATE",2016,17.7918083510695
"187","ALASKA SKATE",2017,23706.1229089406
"188","ALEUTIAN SKATE",2017,1165.13549386802
"189","BERING SKATE",2017,2789.59063446272
"190","BIG SKATE",2017,1578.35410169232
"191","COMMANDER SKATE",2017,129.32129762872
"192","DEEPSEA SKATE",2017,0.0822236698503983
"193","LONGNOSE SKATE",2017,9.88061591629402
"194","MUD SKATE",2017,46.5884705529832
"195","ROUGHTAIL SKATE",2017,4.54538269471981
"196","SKATE EGG CASE UNIDENTIFIED",2017,21.2389046676715
"197","WHITEBLOTCHED SKATE",2017,923.234005992703
"198","WHITEBROW SKATE",2017,26.5045839808108
"199","ALASKA SKATE",2018,23569.636388506
"200","ALEUTIAN SKATE",2018,801.471514565235
"201","BERING SKATE",2018,1618.05610977682
"202","BIG SKATE",2018,1898.35114508263
"203","COMMANDER SKATE",2018,146.690479777213
"204","LONGNOSE SKATE",2018,307.570687411731
"205","MUD SKATE",2018,73.7846203653593
"206","ROUGHTAIL SKATE",2018,3.14308129603933
"207","SKATE EGG CASE UNIDENTIFIED",2018,5.70276447563527
"208","WHITEBLOTCHED SKATE",2018,1203.28101297891
"209","WHITEBROW SKATE",2018,5.94785193567674
"210","ALASKA SKATE",2019,15130.3294128994
"211","ALEUTIAN SKATE",2019,834.929089637205
"212","BERING SKATE",2019,1121.56510385354
"213","BIG SKATE",2019,997.199142622856
"214","COMMANDER SKATE",2019,96.5544044610664
"215","DEEPSEA SKATE",2019,8.87447822325085e-12
"216","LONGNOSE SKATE",2019,2.83273170007856
"217","MUD SKATE",2019,36.5103506438777
"218","OKHOTSK SKATE",2019,8.75770423380205e-10
"219","ROUGHTAIL SKATE",2019,2.73715210138593
"220","SANDPAPER SKATE",2019,1.36523800071974e-11
"221","SKATE EGG CASE UNIDENTIFIED",2019,11.5803472926772
"222","WHITEBLOTCHED SKATE",2019,950.611498835075
"223","WHITEBROW SKATE",2019,11.9438590104261
"224","ALASKA SKATE",2020,14779.0094160837
"225","ALEUTIAN SKATE",2020,893.133345399415
"226","BERING SKATE",2020,958.426923994942
"227","BIG SKATE",2020,167.29700897272
"228","BUTTERFLY SKATE",2020,0.0235293740165572
"229","COMMANDER SKATE",2020,188.149454917323
"230","DEEPSEA SKATE",2020,4.40400285207038e-08
"231","LONGNOSE SKATE",2020,5.3544391599235
"232","MUD SKATE",2020,109.223695344581
"233","OKHOTSK SKATE",2020,8.65495646387463e-07
"234","ROUGHTAIL SKATE",2020,1.02569817139868
"235","SKATE EGG CASE UNIDENTIFIED",2020,11.6794848261648
"236","WHITEBLOTCHED SKATE",2020,1111.3199053348
"237","WHITEBROW SKATE",2020,14.095015198126
"238","ALASKA SKATE",2021,16317.8254673339
"239","ALEUTIAN SKATE",2021,632.208903302208
"240","BERING SKATE",2021,933.771898021567
"241","BIG SKATE",2021,246.967075670828
"242","COMMANDER SKATE",2021,42.0064359917224
"243","DEEPSEA SKATE",2021,1.42368945791174e-08
"244","LONGNOSE SKATE",2021,5.82888465987289
"245","MUD SKATE",2021,61.1788108660021
"246","OKHOTSK SKATE",2021,3.36064027346349e-09
"247","ROUGHTAIL SKATE",2021,0.192245023795925
"248","SANDPAPER SKATE",2021,8.38844534681314e-12
"249","SKATE EGG CASE UNIDENTIFIED",2021,25.1536173249733
"250","STARRY SKATE",2021,2.71347719795299e-09
"251","WHITEBLOTCHED SKATE",2021,1041.08761707787
"252","WHITEBROW SKATE",2021,25.6038909675709
"253","ALASKA SKATE",2022,21380.8433714392
"254","ALEUTIAN SKATE",2022,1025.98092277939
"255","BERING SKATE",2022,384.62330854862
"256","BIG SKATE",2022,443.265590568235
"257","COMMANDER SKATE",2022,9.36332605054983
"258","LONGNOSE SKATE",2022,4.97587819429109
"259","MUD SKATE",2022,22.7522440504852
"260","SKATE EGG CASE UNIDENTIFIED",2022,0.649892689314144
"261","WHITEBLOTCHED SKATE",2022,900.36964755029
"262","WHITEBROW SKATE",2022,8.56726769421315
